,hn_1,best_match,street_type,base_function,suffix_true,both_true
4843,NA,UNITED STATE AND LITTLE,ST,UNITED STATE AND LITTLE ST,UNITED STATE AND LITTLE ST,UNITED STATE AND LITTLE ST
4844,244,HUDSON AVE,AVE,244 HUDSON AVE,244 HUDSON AVE,244 HUDSON AVE
4845,NA,DEAN AND SMITH,ST,DEAN AND SMITH ST,DEAN AND SMITH ST,DEAN AND SMITH ST
4846,15,HIGH,ST,15 HIGH ST,15 HIGH ST,15 HIGH ST
4847,NA,NAVY AND BOLIVAR,ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST,NAVY AND BOLIVAR ST
4848,NA,TILLARY AND CANTON,ST,TILLARY AND CANTON ST,TILLARY AND CANTON ST,TILLARY AND CANTON ST
4849,NA,JAY AND FRONT,ST,JAY AND FRONT ST,JAY AND FRONT ST,JAY AND FRONT ST
4850,NA,TILLARY AND CANTON,ST,TILLARY AND CANTON ST,TILLARY AND CANTON ST,TILLARY AND CANTON ST
4851,22,CLINTON,ST,22 CLINTON ST,22 CLINTON ST,22 CLINTON ST
4852,2,S HARTT ALY,ALY,2 S HARTT ALY,2 S HARTT ALY,2 S HARTT ALY
4853,243,GOLD,ST,243 GOLD ST,243 GOLD ST,243 GOLD ST
4854,75,HUDSON AVE,AVE,75 HUDSON AVE,75 HUDSON AVE,75 HUDSON AVE
4855,NA,HOYT AND ATLANTIC,ST,HOYT AND ATLANTIC ST,HOYT AND ATLANTIC ST,HOYT AND ATLANTIC ST
4856,47,FULTON,ST,47 FULTON ST,47 FULTON ST,47 FULTON ST
4857,23,COTTAGE ROW FURMAN,ROW,23 COTTAGE ROW FURMAN ROW,23 COTTAGE ROW FURMAN ROW,23 COTTAGE ROW FURMAN ROW
4858,12,DOUGLASS,ST,12 DOUGLASS ST,12 DOUGLASS ST,12 DOUGLASS ST
4859,158,FRONT,ST,158 FRONT ST,158 FRONT ST,158 FRONT ST
4860,NA,BUTLER AND SMITH,ST,BUTLER AND SMITH ST,BUTLER AND SMITH ST,BUTLER AND SMITH ST
4861,46,WATER,ST,46 WATER ST,46 WATER ST,46 WATER ST
4862,NA,PLYMOUTH AND PEARL,ST,PLYMOUTH AND PEARL ST,PLYMOUTH AND PEARL ST,PLYMOUTH AND PEARL ST
4863,276,ADAMS,ST,276 ADAMS ST,276 ADAMS ST,276 ADAMS ST
4864,63,CARLTON,ST,63 CARLTON ST,63 CARLTON ST,63 CARLTON ST
4865,111,BRG,ST,111 BRG ST,111 BRG ST,111 BRG ST
4866,NA,HAMILTON AVE AND THE DOCK,AVE,HAMILTON AVE AND THE DOCK AVE,HAMILTON AVE AND THE DOCK AVE,HAMILTON AVE AND THE DOCK AVE
4867,NA,HAMILTON AVE AND THE DOCK,AVE,HAMILTON AVE AND THE DOCK AVE,HAMILTON AVE AND THE DOCK AVE,HAMILTON AVE AND THE DOCK AVE
4868,NA,21 AND 3D AVE GOWANUS,AVE,21 AND 3D AVE GOWANUS AVE,21ST AND 3D AVE GOWANUS AVE,21ST AND 3D AVE GOWANUS AVE
4869,5,MARKET,ST,5 MARKET ST,5 MARKET ST,5 MARKET ST
4870,NA,VANDERBILT AND MYRTLE AVE,AVE,VANDERBILT AND MYRTLE AVE,VANDERBILT AND MYRTLE AVE,VANDERBILT AND MYRTLE AVE
4871,NA,RAYMOND AND TILLARY,ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST
4872,NA,BEDF ORD AVE AND LAFAYETTE,AVE,BEDF ORD AVE AND LAFAYETTE AVE,BEDF ORD AVE AND LAFAYETTE AVE,BEDF ORD AVE AND LAFAYETTE AVE
4873,NA,WARREN AND SMITH,ST,WARREN AND SMITH ST,WARREN AND SMITH ST,WARREN AND SMITH ST
4874,218,MYRTLE AVE,AVE,218 MYRTLE AVE,218 MYRTLE AVE,218 MYRTLE AVE
4875,100,MYRTLE AVE,AVE,100 MYRTLE AVE,100 MYRTLE AVE,100 MYRTLE AVE
4876,NA,BEDFORD AND DE KALB AVE,AVE,BEDFORD AND DE KALB AVE,BEDFORD AND DE KALB AVE,BEDFORD AND DE KALB AVE
4877,NA,UNION AND CT,CT,UNION AND CT,UNION AND CT,UNION AND CT
4878,NA,CLINTON AND FULTON AVE,AVE,CLINTON AND FULTON AVE,CLINTON AND FULTON AVE,CLINTON AND FULTON AVE
4879,159,JAY,ST,159 JAY ST,159 JAY ST,159 JAY ST
4880,NA,BEDFORD AVE AND HICKORY,AVE,BEDFORD AVE AND HICKORY AVE,BEDFORD AVE AND HICKORY AVE,BEDFORD AVE AND HICKORY AVE
4881,NA,GRAHAM AND MYRTLE AVE,AVE,GRAHAM AND MYRTLE AVE,GRAHAM AND MYRTLE AVE,GRAHAM AND MYRTLE AVE
4882,NA,CLASSON AND MYRTLE AVE,AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE,CLASSON AND MYRTLE AVE
4883,NA,STATE AND BOND,ST,STATE AND BOND ST,STATE AND BOND ST,STATE AND BOND ST
4884,NA,MYRTLE AVE AND CLASSON AVE,AVE,MYRTLE AVE AND CLASSON AVE,MYRTLE AVE AND CLASSON AVE,MYRTLE AVE AND CLASSON AVE
4885,NA,FRONT AND MAIN,ST,FRONT AND MAIN ST,FRONT AND MAIN ST,FRONT AND MAIN ST
4886,NA,MYRTLE AVE AND CLASSON AVE,AVE,MYRTLE AVE AND CLASSON AVE,MYRTLE AVE AND CLASSON AVE,MYRTLE AVE AND CLASSON AVE
4887,NA,MYRTLE AVE AND PRINCE,AVE,MYRTLE AVE AND PRINCE AVE,MYRTLE AVE AND PRINCE AVE,MYRTLE AVE AND PRINCE AVE
4888,28,COTTAGE ROW FURMAN,ROW,28 COTTAGE ROW FURMAN ROW,28 COTTAGE ROW FURMAN ROW,28 COTTAGE ROW FURMAN ROW
4889,128,ATLANTIC,ST,128 ATLANTIC ST,128 ATLANTIC ST,128 ATLANTIC ST
4890,99,CLINTON,ST,99 CLINTON ST,99 CLINTON ST,99 CLINTON ST
4891,NA,VANBRUNT AND HAMILTON NV,ST,VANBRUNT AND HAMILTON NV ST,VANBRUNT AND HAMILTON NV ST,VANBRUNT AND HAMILTON NV ST
4892,NA,BEDFORD AND DE KALB AVE,AVE,BEDFORD AND DE KALB AVE,BEDFORD AND DE KALB AVE,BEDFORD AND DE KALB AVE
4893,NA,EVARTS MARTIN CARPENTER CLINTON AND PARK AVE,AVE,EVARTS MARTIN CARPENTER CLINTON AND PARK AVE,EVARTS MARTIN CARPENTER CLINTON AND PARK AVE,EVARTS MARTIN CARPENTER CLINTON AND PARK AVE
4894,82,NASSAU,ST,82 NASSAU ST,82 NASSAU ST,82 NASSAU ST
4895,NA,BOND,ST,BOND ST,BOND ST,BOND ST
4896,31,FULTON,ST,31 FULTON ST,31 FULTON ST,31 FULTON ST
4897,145,HENRY ATLANTIC,ST,145 HENRY ATLANTIC ST,145 HENRY ATLANTIC ST,145 HENRY ATLANTIC ST
4898,80,CLARK,ST,80 CLARK ST,80 CLARK ST,80 CLARK ST
4899,12,COTTAGE ROW COLUMBIA,ROW,12 COTTAGE ROW COLUMBIA ROW,12 COTTAGE ROW COLUMBIA ROW,12 COTTAGE ROW COLUMBIA ROW
4900,NA,PACIFIC AND UNDERHILL AVE,AVE,PACIFIC AND UNDERHILL AVE,PACIFIC AND UNDERHILL AVE,PACIFIC AND UNDERHILL AVE
4901,NA,LIVINGSTON AND HOYT,ST,LIVINGSTON AND HOYT ST,LIVINGSTON AND HOYT ST,LIVINGSTON AND HOYT ST
4902,260,HENRY,ST,260 HENRY ST,260 HENRY ST,260 HENRY ST
4903,209,WASHINGTON,ST,209 WASHINGTON ST,209 WASHINGTON ST,209 WASHINGTON ST
4904,4,HAMILTON AVE,AVE,4 HAMILTON AVE,4 HAMILTON AVE,4 HAMILTON AVE
4905,260,HENRY,ST,260 HENRY ST,260 HENRY ST,260 HENRY ST
4906,7,FRANKLIN PL,PL,7 FRANKLIN PL,7 FRANKLIN PL,7 FRANKLIN PL
4907,NA,COTTAGE ROW COLUMBIA AND DEGRAW,ROW,COTTAGE ROW COLUMBIA AND DEGRAW ROW,COTTAGE ROW COLUMBIA AND DEGRAW ROW,COTTAGE ROW COLUMBIA AND DEGRAW ROW
4908,214,FRONT,ST,214 FRONT ST,214 FRONT ST,214 FRONT ST
4909,162,HENRY,ST,162 HENRY ST,162 HENRY ST,162 HENRY ST
4910,3,DEGRAW PL,PL,3 DEGRAW PL,3 DEGRAW PL,3 DEGRAW PL
4911,84,DEGRAW,ST,84 DEGRAW ST,84 DEGRAW ST,84 DEGRAW ST
4912,207,BRG,ST,207 BRG ST,207 BRG ST,207 BRG ST
4913,NA,HARRISON AND DEGRAW,ST,HARRISON AND DEGRAW ST,HARRISON AND DEGRAW ST,HARRISON AND DEGRAW ST
4914,122,NAVY,ST,122 NAVY ST,122 NAVY ST,122 NAVY ST
4915,NA,AMITY AND COLUMBIA,ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST
4916,NA,LUQUIER RED HOOK,ST,LUQUIER RED HOOK ST,LUQUIER RED HOOK ST,LUQUIER RED HOOK ST
4917,NA,DEAN AND CT,CT,DEAN AND CT,DEAN AND CT,DEAN AND CT
4918,NA,S BEDELL BUILDINGS 70 MIDDAGH,ST,S BEDELL BUILDINGS 70 MIDDAGH ST,S BEDELL BUILDINGS 70TH MIDDAGH ST,S BEDELL BUILDINGS 70TH MIDDAGH ST
4919,30,HICKS,ST,30 HICKS ST,30 HICKS ST,30 HICKS ST
4920,NA,UNION AND COLUMBIA,ST,UNION AND COLUMBIA ST,UNION AND COLUMBIA ST,UNION AND COLUMBIA ST
4921,174,MYRTLE AVE,AVE,174 MYRTLE AVE,174 MYRTLE AVE,174 MYRTLE AVE
4922,129,TILLARY,ST,129 TILLARY ST,129 TILLARY ST,129 TILLARY ST
4923,NA,BOERUM AND DEAN,ST,BOERUM AND DEAN ST,BOERUM AND DEAN ST,BOERUM AND DEAN ST
4924,NA,AMITY,ST,AMITY ST,AMITY ST,AMITY ST
4925,74,WATER,ST,74 WATER ST,74 WATER ST,74 WATER ST
4926,NA,BERGEN AND HOYT,ST,BERGEN AND HOYT ST,BERGEN AND HOYT ST,BERGEN AND HOYT ST
4927,14,TIFFANY PL,PL,14 TIFFANY PL,14 TIFFANY PL,14 TIFFANY PL
4928,110,HUDSON AVE,AVE,110 HUDSON AVE,110 HUDSON AVE,110 HUDSON AVE
4929,NA,PLYMOUTH AND BRG,BRG,PLYMOUTH AND BRG,PLYMOUTH AND BRG,PLYMOUTH AND BRG
4930,126,TILLARY,ST,126 TILLARY ST,126 TILLARY ST,126 TILLARY ST
4931,NA,FARLEY DAVID AND 73 FRONT AND WASHINGTON,ST,FARLEY DAVID AND 73 FRONT AND WASHINGTON ST,FARLEY DAVID AND 73RD FRONT AND WASHINGTON ST,FARLEY DAVID AND 73RD FRONT AND WASHINGTON ST
4932,194,YORK,ST,194 YORK ST,194 YORK ST,194 YORK ST
4933,NA,E CONCORD JAY,ST,E CONCORD JAY ST,E CONCORD JAY ST,E CONCORD JAY ST
4934,NA,HENRY AND CLINTON,ST,HENRY AND CLINTON ST,HENRY AND CLINTON ST,HENRY AND CLINTON ST
4935,207,GOLD,ST,207 GOLD ST,207 GOLD ST,207 GOLD ST
4936,11,HARPER CT JAY,CT,11 HARPER CT JAY CT,11 HARPER CT JAY CT,11 HARPER CT JAY CT
4937,NA,CT AND HAMILTON AVE,AVE,CT AND HAMILTON AVE,CT AND HAMILTON AVE,CT AND HAMILTON AVE
4938,NA,COLUMBIA AND STATE,ST,COLUMBIA AND STATE ST,COLUMBIA AND STATE ST,COLUMBIA AND STATE ST
4939,76,WILLOUGHBY,ST,76 WILLOUGHBY ST,76 WILLOUGHBY ST,76 WILLOUGHBY ST
4940,NA,PACIFIC AND COLUMBIA,ST,PACIFIC AND COLUMBIA ST,PACIFIC AND COLUMBIA ST,PACIFIC AND COLUMBIA ST
4941,17,HUDSON AVE,AVE,17 HUDSON AVE,17 HUDSON AVE,17 HUDSON AVE
4942,53,HICKS,ST,53 HICKS ST,53 HICKS ST,53 HICKS ST
4943,NA,GRAHAM AND MYRTLE AVE,AVE,GRAHAM AND MYRTLE AVE,GRAHAM AND MYRTLE AVE,GRAHAM AND MYRTLE AVE
4944,NA,COLUMBIA RED HOOK,ST,COLUMBIA RED HOOK ST,COLUMBIA RED HOOK ST,COLUMBIA RED HOOK ST
4945,NA,PLYMOUTH AND HUDSON AVE,AVE,PLYMOUTH AND HUDSON AVE,PLYMOUTH AND HUDSON AVE,PLYMOUTH AND HUDSON AVE
4946,149,SANDS,ST,149 SANDS ST,149 SANDS ST,149 SANDS ST
4947,163,YORK,ST,163 YORK ST,163 YORK ST,163 YORK ST
4948,247,ADAMS,ST,247 ADAMS ST,247 ADAMS ST,247 ADAMS ST
4949,141,HIGH,ST,141 HIGH ST,141 HIGH ST,141 HIGH ST
4950,NA,WALWORTH AND FLUSHING AVE,AVE,WALWORTH AND FLUSHING AVE,WALWORTH AND FLUSHING AVE,WALWORTH AND FLUSHING AVE
4951,NA,HUDSON AVE AND WATER,AVE,HUDSON AVE AND WATER AVE,HUDSON AVE AND WATER AVE,HUDSON AVE AND WATER AVE
4952,325,GOLD,ST,325 GOLD ST,325 GOLD ST,325 GOLD ST
4953,247,ADAMS,ST,247 ADAMS ST,247 ADAMS ST,247 ADAMS ST
4954,223,FULTON,ST,223 FULTON ST,223 FULTON ST,223 FULTON ST
4955,222,ADAMS,ST,222 ADAMS ST,222 ADAMS ST,222 ADAMS ST
4956,178,ADAMS,ST,178 ADAMS ST,178 ADAMS ST,178 ADAMS ST
4957,178,ADAMS,ST,178 ADAMS ST,178 ADAMS ST,178 ADAMS ST
4958,NA,TILLARY AND PRINCE,ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST
4959,256,JOHN,ST,256 JOHN ST,256 JOHN ST,256 JOHN ST
4960,44,JAY,ST,44 JAY ST,44 JAY ST,44 JAY ST
4961,67,HICKS,ST,67 HICKS ST,67 HICKS ST,67 HICKS ST
4962,63,HUDSON AVE,AVE,63 HUDSON AVE,63 HUDSON AVE,63 HUDSON AVE
4963,228,PLYMOUTH,ST,228 PLYMOUTH ST,228 PLYMOUTH ST,228 PLYMOUTH ST
4964,214,GOLD,ST,214 GOLD ST,214 GOLD ST,214 GOLD ST
4965,NA,BOND AND STATE,ST,BOND AND STATE ST,BOND AND STATE ST,BOND AND STATE ST
4966,177,TILLARY,ST,177 TILLARY ST,177 TILLARY ST,177 TILLARY ST
4967,21,STATE,ST,21 STATE ST,21 STATE ST,21 STATE ST
4968,NA,MYRTLE AVE AND CANTON KARTELL ELIZABETH MYRTLE AVE N CANTON,AVE,MYRTLE AVE AND CANTON KARTELL ELIZABETH MYRTLE AVE N CANTON AVE,MYRTLE AVE AND CANTON KARTELL ELIZABETH MYRTLE AVE N CANTON AVE,MYRTLE AVE AND CANTON KARTELL ELIZABETH MYRTLE AVE N CANTON AVE
4969,NA,CARLL AND MYRTLE AVE,AVE,CARLL AND MYRTLE AVE,CARLL AND MYRTLE AVE,CARLL AND MYRTLE AVE
4970,NA,AMITY,ST,AMITY ST,AMITY ST,AMITY ST
4971,NA,GRAHAM AND MYRTLE AVE,AVE,GRAHAM AND MYRTLE AVE,GRAHAM AND MYRTLE AVE,GRAHAM AND MYRTLE AVE
4972,NA,CARLL AND WILLOUGHBY,ST,CARLL AND WILLOUGHBY ST,CARLL AND WILLOUGHBY ST,CARLL AND WILLOUGHBY ST
4973,NA,RAYMOND AND LAFAYETTE,ST,RAYMOND AND LAFAYETTE ST,RAYMOND AND LAFAYETTE ST,RAYMOND AND LAFAYETTE ST
4974,204,PROSPECT,ST,204 PROSPECT ST,204 PROSPECT ST,204 PROSPECT ST
4975,NA,PRESIDENT AND HAMILTON AVE,AVE,PRESIDENT AND HAMILTON AVE,PRESIDENT AND HAMILTON AVE,PRESIDENT AND HAMILTON AVE
4976,NA,UNDERHILL AVE AND DEAN,AVE,UNDERHILL AVE AND DEAN AVE,UNDERHILL AVE AND DEAN AVE,UNDERHILL AVE AND DEAN AVE
4977,77,HUDSON AVE,AVE,77 HUDSON AVE,77 HUDSON AVE,77 HUDSON AVE
4978,NA,SCHERMERHORN AND BOND,ST,SCHERMERHORN AND BOND ST,SCHERMERHORN AND BOND ST,SCHERMERHORN AND BOND ST
4979,NA,24 AND 3D AVE GOWANUS,AVE,24 AND 3D AVE GOWANUS AVE,24TH AND 3D AVE GOWANUS AVE,24TH AND 3D AVE GOWANUS AVE
4980,NA,JOHN AND HUDSON AVE,AVE,JOHN AND HUDSON AVE,JOHN AND HUDSON AVE,JOHN AND HUDSON AVE
4981,NA,16 AND 3D AVE GOWANUS,AVE,16 AND 3D AVE GOWANUS AVE,16TH AND 3D AVE GOWANUS AVE,16TH AND 3D AVE GOWANUS AVE
4982,NA,COLUMBIA AND STATE,ST,COLUMBIA AND STATE ST,COLUMBIA AND STATE ST,COLUMBIA AND STATE ST
4983,NA,NAVYN BOLIVAR,ST,NAVYN BOLIVAR ST,NAVYN BOLIVAR ST,NAVYN BOLIVAR ST
4984,NA,WALWORTH AND DE KALB AVE,AVE,WALWORTH AND DE KALB AVE,WALWORTH AND DE KALB AVE,WALWORTH AND DE KALB AVE
4985,NA,HAMILTON AVE AND PENNY BRG,AVE,HAMILTON AVE AND PENNY BRG AVE,HAMILTON AVE AND PENNY BRG AVE,HAMILTON AVE AND PENNY BRG AVE
4986,NA,FLUSHING AVE AND NAVY YARD,AVE,FLUSHING AVE AND NAVY YARD AVE,FLUSHING AVE AND NAVY YARD AVE,FLUSHING AVE AND NAVY YARD AVE
4987,NA,FLUSHING AND KENT AVE,AVE,FLUSHING AND KENT AVE,FLUSHING AND KENT AVE,FLUSHING AND KENT AVE
4988,332,HUDSON AVE,AVE,332 HUDSON AVE,332 HUDSON AVE,332 HUDSON AVE
4989,3,S KELSEY ALY,ALY,3 S KELSEY ALY,3 S KELSEY ALY,3 S KELSEY ALY
4990,NA,SCHERMERHORN AND BOND,ST,SCHERMERHORN AND BOND ST,SCHERMERHORN AND BOND ST,SCHERMERHORN AND BOND ST
4991,20,STATC,ST,20 STATC ST,20 STATC ST,20 STATC ST
4992,73,HUDSON AVE,AVE,73 HUDSON AVE,73 HUDSON AVE,73 HUDSON AVE
4993,NA,TILLARY AND PRINCE,ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST,TILLARY AND PRINCE ST
4994,39,HUDSON AVE,AVE,39 HUDSON AVE,39 HUDSON AVE,39 HUDSON AVE
4995,NA,WATER OP LITTLE,ST,WATER OP LITTLE ST,WATER OP LITTLE ST,WATER OP LITTLE ST
4996,NA,KENT AND MYRTLE AVE,AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE
4997,127,CT,ST,127 CT ST,127 CT ST,127 CT ST
4998,14,ATLANTIC KARTELL PATRICK 167 CARLL,ST,14 ATLANTIC KARTELL PATRICK 167 CARLL ST,14 ATLANTIC KARTELL PATRICK 167TH CARLL ST,14 ATLANTIC KARTELL PATRICK 167TH CARLL ST
4999,NA,RAYMOND AND TILLARY,ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST
5000,NA,BERGEN AND NCVINS,ST,BERGEN AND NCVINS ST,BERGEN AND NCVINS ST,BERGEN AND NCVINS ST
5001,37,STATE,ST,37 STATE ST,37 STATE ST,37 STATE ST
5002,167,CARLL,ST,167 CARLL ST,167 CARLL ST,167 CARLL ST
5003,NA,UNDERHILL AVE AND DEAN AND 32,AVE,UNDERHILL AVE AND DEAN AND 32 AVE,UNDERHILL AVE AND DEAN AND 32ND AVE,UNDERHILL AVE AND DEAN AND 32ND AVE
5004,35,STANTON,ST,35 STANTON ST,35 STANTON ST,35 STANTON ST
5005,NA,TILLARY AND RAYMOND,ST,TILLARY AND RAYMOND ST,TILLARY AND RAYMOND ST,TILLARY AND RAYMOND ST
5006,NA,HICKORY AND BEDFORD AVE,AVE,HICKORY AND BEDFORD AVE,HICKORY AND BEDFORD AVE,HICKORY AND BEDFORD AVE
5007,202,FRONT,ST,202 FRONT ST,202 FRONT ST,202 FRONT ST
5008,NA,CUMBERLAND AND MYRTLE AVE,AVE,CUMBERLAND AND MYRTLE AVE,CUMBERLAND AND MYRTLE AVE,CUMBERLAND AND MYRTLE AVE
5009,NA,19 AND 4 AVE GOWANUS,AVE,19 AND 4 AVE GOWANUS AVE,19TH AND 4 AVE GOWANUS AVE,19TH AND 4 AVE GOWANUS AVE
5010,NA,WIDOW FANCY STORE 60 ATLANTIC,ST,WIDOW FANCY STORE 60 ATLANTIC ST,WIDOW FANCY STORE 60TH ATLANTIC ST,WIDOW FANCY STORE 60TH ATLANTIC ST
5011,184,YORK,ST,184 YORK ST,184 YORK ST,184 YORK ST
5012,NA,FURMAN AND JORALEMON,ST,FURMAN AND JORALEMON ST,FURMAN AND JORALEMON ST,FURMAN AND JORALEMON ST
5013,42,MAIN,ST,42 MAIN ST,42 MAIN ST,42 MAIN ST
5014,260,MARSHALL,ST,260 MARSHALL ST,260 MARSHALL ST,260 MARSHALL ST
5015,NA,W 1 ARD FURMAN AND DOUGHTY,ST,W 1 ARD FURMAN AND DOUGHTY ST,W 1ST ARD FURMAN AND DOUGHTY ST,W 1ST ARD FURMAN AND DOUGHTY ST
5016,NA,JOHN AND GOLD,ST,JOHN AND GOLD ST,JOHN AND GOLD ST,JOHN AND GOLD ST
5017,NA,9S GOLD,ST,9S GOLD ST,9THS GOLD ST,9THS GOLD ST
5018,110,YORK,ST,110 YORK ST,110 YORK ST,110 YORK ST
5019,NA,RAYMOND AND TILLARY,ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST
5020,38,LITTLE,ST,38 LITTLE ST,38 LITTLE ST,38 LITTLE ST
5021,33,HUDSON AVE,AVE,33 HUDSON AVE,33 HUDSON AVE,33 HUDSON AVE
5022,NA,RAYMOND AND TILLARY,ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST,RAYMOND AND TILLARY ST
5023,NA,GRAHAM AND FLUSHING AVE,AVE,GRAHAM AND FLUSHING AVE,GRAHAM AND FLUSHING AVE,GRAHAM AND FLUSHING AVE
5024,NA,CHARLES AND PROSPECT,ST,CHARLES AND PROSPECT ST,CHARLES AND PROSPECT ST,CHARLES AND PROSPECT ST
5025,64,HUDSON AVE,AVE,64 HUDSON AVE,64 HUDSON AVE,64 HUDSON AVE
5026,NA,FLUSHING AND KENT AVE N AND FRANKJIN MYRTLE AVE,AVE,FLUSHING AND KENT AVE N AND FRANKJIN MYRTLE AVE,FLUSHING AND KENT AVE N AND FRANKJIN MYRTLE AVE,FLUSHING AND KENT AVE N AND FRANKJIN MYRTLE AVE
5027,79,BRG,ST,79 BRG ST,79 BRG ST,79 BRG ST
5028,NA,S HARTT ALY AND GOLD,ALY,S HARTT ALY AND GOLD ALY,S HARTT ALY AND GOLD ALY,S HARTT ALY AND GOLD ALY
5029,10,COTTAGE ROW COLUMBIA,ROW,10 COTTAGE ROW COLUMBIA ROW,10 COTTAGE ROW COLUMBIA ROW,10 COTTAGE ROW COLUMBIA ROW
5030,NA,NAVY AND YORK,ST,NAVY AND YORK ST,NAVY AND YORK ST,NAVY AND YORK ST
5031,139,DUFFIELD,ST,139 DUFFIELD ST,139 DUFFIELD ST,139 DUFFIELD ST
5032,81,WILLOUGBY,ST,81 WILLOUGBY ST,81 WILLOUGBY ST,81 WILLOUGBY ST
5033,NA,LONG ISLAND ATLANTIC AND COLUMBIA,ST,LONG ISLAND ATLANTIC AND COLUMBIA ST,LONG ISLAND ATLANTIC AND COLUMBIA ST,LONG ISLAND ATLANTIC AND COLUMBIA ST
5034,NA,FLEET AND FULTON AVE,AVE,FLEET AND FULTON AVE,FLEET AND FULTON AVE,FLEET AND FULTON AVE
5035,NA,ALY CHARLES M N 104 FRONT Y H 127 WILLOW,ST,ALY CHARLES M N 104 FRONT Y H 127 WILLOW ST,ALY CHARLES M N 104TH FRONT Y H 127 WILLOW ST,ALY CHARLES M N 104TH FRONT Y H 127 WILLOW ST
5036,NA,LUQUIER AND HICKS,ST,LUQUIER AND HICKS ST,LUQUIER AND HICKS ST,LUQUIER AND HICKS ST
5037,NA,RAYMOND AND MYRTLE AVE,AVE,RAYMOND AND MYRTLE AVE,RAYMOND AND MYRTLE AVE,RAYMOND AND MYRTLE AVE
5038,314,ATLANTIC,ST,314 ATLANTIC ST,314 ATLANTIC ST,314 ATLANTIC ST
5039,NA,COLUMBIA RED HOOK,ST,COLUMBIA RED HOOK ST,COLUMBIA RED HOOK ST,COLUMBIA RED HOOK ST
5040,198,PROSPECT,ST,198 PROSPECT ST,198 PROSPECT ST,198 PROSPECT ST
5041,360,ATLANTIC,ST,360 ATLANTIC ST,360 ATLANTIC ST,360 ATLANTIC ST
5042,80,PINEAPPLE,ST,80 PINEAPPLE ST,80 PINEAPPLE ST,80 PINEAPPLE ST
5043,NA,4 AVE AND 20 GOWANUS,AVE,4 AVE AND 20 GOWANUS AVE,4TH AVE AND 20 GOWANUS AVE,4TH AVE AND 20 GOWANUS AVE
5044,NA,18 AND 3D AVE GOWAUUS,AVE,18 AND 3D AVE GOWAUUS AVE,18TH AND 3D AVE GOWAUUS AVE,18TH AND 3D AVE GOWAUUS AVE
5045,4,S HARTT ALY,ALY,4 S HARTT ALY,4 S HARTT ALY,4 S HARTT ALY
5046,37,STANTON,ST,37 STANTON ST,37 STANTON ST,37 STANTON ST
5047,NA,HICKS AND HAMILTON AVE,AVE,HICKS AND HAMILTON AVE,HICKS AND HAMILTON AVE,HICKS AND HAMILTON AVE
5048,161,GOLD,ST,161 GOLD ST,161 GOLD ST,161 GOLD ST
5049,NA,DEGRAW AND CT,CT,DEGRAW AND CT,DEGRAW AND CT,DEGRAW AND CT
5050,172,HENRY,ST,172 HENRY ST,172 HENRY ST,172 HENRY ST
5051,NA,DUFFIELD AND FULTON AVE,AVE,DUFFIELD AND FULTON AVE,DUFFIELD AND FULTON AVE,DUFFIELD AND FULTON AVE
5052,68,PINEAPPLE,ST,68 PINEAPPLE ST,68 PINEAPPLE ST,68 PINEAPPLE ST
5053,159,JAY,ST,159 JAY ST,159 JAY ST,159 JAY ST
5054,NA,SHOE MAKER 166 MYRTLE AVE,AVE,SHOE MAKER 166 MYRTLE AVE,SHOE MAKER 166TH MYRTLE AVE,SHOE MAKER 166TH MYRTLE AVE
5055,NA,KENT AND MYRTLE AVE,AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE,KENT AND MYRTLE AVE
5056,NA,W ATER AND HUDSON AVE,AVE,W ATER AND HUDSON AVE,W ATER AND HUDSON AVE,W ATER AND HUDSON AVE
5057,NA,COLUMBIA AND AMITY,ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST,COLUMBIA AND AMITY ST
5058,70,CONCORD,ST,70 CONCORD ST,70 CONCORD ST,70 CONCORD ST
5059,NA,AMITY AND COLUMBIA,ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST,AMITY AND COLUMBIA ST
5060,NA,BERGEN AND NEVINS,ST,BERGEN AND NEVINS ST,BERGEN AND NEVINS ST,BERGEN AND NEVINS ST
5061,41,CARLTON AVE,AVE,41 CARLTON AVE,41 CARLTON AVE,41 CARLTON AVE
5062,NA,DOUGHTY AND ELIZABETH,ST,DOUGHTY AND ELIZABETH ST,DOUGHTY AND ELIZABETH ST,DOUGHTY AND ELIZABETH ST
