Full Address,H Status-flag,H Address,H House Number,H Street Name,H City,Address 2,Address 2 House Number,Address 2 Street Name,Address 2 City,new h address-flag,new h house number,new h street name,new h city,new h county,unidentified h info,new h street 1,new h street 2,new h street type,h house number modifier,new address2 house number,new address2 street name,new address2 street 1,new address2 street 2,new address2 street type,new address2 city,new address2 county,unidentified address2 info,address2 house number modifier
Willown Pacific h Willow c Atlantic,Assume,WILLOWN PACIFIC H WILLOW C ATLANTIC,,,WILLOWN PACIFIC H WILLOW C ATLANTIC,,,,,h in between,,ATLANTIC,,,WILLOW C,,,,,,PACIFIC,,,,,,WILLOWN,
35 YVall N Y h 99 Livingston,Assume,35 YVALL N Y H 99 LIVINGSTON,35,YVALL N Y H 99 LIVINGSTON,,,,,,h in between,99,LIVINGSTON,,,H,,,,,,35,,,,,,YVALL N Y,
94 Washington h Franklin n,Assume,94 WASHINGTON H FRANKLIN N,94,WASHINGTON H FRANKLIN N,,,,,,h in between,,FRANKLIN,,,N,,,,,94,WASHINGTON,,,,,,,
19 Wall N Y h 320 Gold DeKalb av,Assume,19 WALL N Y H 320 GOLD DEKALB AV,19,WALL N Y H 320 GOLD DEKALB AV,,,,,,h in between,320,GOLD,,,DEKALB AV,,,,,19,WALL,,,,,,N Y,
broker 5 Wall N Y h 42 Willow,Assume,BROKER 5 WALL N Y H 42 WILLOW,5,WALL N Y H 42 WILLOW,,,,,,h in between,42,WILLOW,,,H,,,,,5,WALL,,,,,,BROKER   N Y,
N Y h Montague pl c Clinton ing av,Assume,N Y H MONTAGUE PL C CLINTON ING AV,,,N Y H MONTAGUE PL C CLINTON ING AV,,,,,h in between,,MONTAGUE,,CLINTON,PL C  ING AV,,,,,,,,,,,,N Y,
14Water N YÃ¢ÂÂ h 10 Sydney place,Assume,14WATER N YÃÂÂ H 10 SYDNEY PLACE,,,14WATER N YÃ¢ÂÂ H 10 SYDNEY PLACE,,,,,h in between,,10,,,SYDNEY PLACE,,,,,,WATER,,,,,,14 N YÃÂÂ,
tea coffee &c 166 Atlantic h 53 Hoyt,Assume,TEA COFFEE &C 166 ATLANTIC H 53 HOYT,,,TEA COFFEE &C 166 ATLANTIC H 53 HOYT,,,,,h in between,53,HOYT,,,H,,,,,,ATLANTIC,,,,,,TEA COFFEE &C 166,
178 Atlantic 24 h from Clinton,Assume,178 ATLANTIC 24 H FROM CLINTON,178,ATLANTIC 24 H FROM CLINTON,,,,,,h in between,,CLINTON,,,FROM,,,,,178,ATLANTIC,,,,,,24,
N Y h Clinton c Amity,Assume,N Y H CLINTON C AMITY,,,N Y H CLINTON C AMITY,,,,,h in between,,CLINTON,,,C AMITY,,,,,,,,,,,,N Y,
153 South N Y h GS Orange,Assume,153 SOUTH N Y H GS ORANGE,153,SOUTH N Y H GS ORANGE,,,,,,h in between,,ORANGE,,,GS,,,,,,153,,,,,,SOUTH N Y,
N Y h 64 Remsen,Assume,N Y H 64 REMSEN,,,N Y H 64 REMSEN,,,,,h in between,64,REMSEN,,,H,,,,,,,,,,,,N Y,
"tin and sheet iron worker , 86 East Broadway N Y h 128 Bridge",Assume,"TIN AND SHEET IRON WORKER , 86 EAST BROADWAY N Y H 128 BRIDGE",,,"TIN AND SHEET IRON WORKER , 86 EAST BROADWAY N Y H 128 BRIDGE",,,,,h in between,128,RIDGE,,,B,,,,,,BROADWAY,,,,,,"TIN AND SHEET IRON WORKER , 86 EAST  N Y",
80 Pine N Y h 92 Washington,Assume,80 PINE N Y H 92 WASHINGTON,80,PINE N Y H 92 WASHINGTON,,,,,,h in between,92,WASHINGTON,,,H,,,,,80,PINE,,,,,,N Y,
Montague hall h 53 Hoyt,Assume,MONTAGUE HALL H 53 HOYT,,,MONTAGUE HALL H 53 HOYT,,,,,h in between,53,HOYT,,,H,,,,,,MONTAGUE,,,,,,HALL,
84 Cedar N Yr h 196 Atlantic,Assume,84 CEDAR N YR H 196 ATLANTIC,84,CEDAR N YR H 196 ATLANTIC,,,,,,h in between,196,ATLANTIC,,,H,,,,,84,CEDAR,,,,,,N YR,
64 Adams h 215,Assume,64 ADAMS H 215,64,ADAMS H 215,,,,,,h in between,,215,,,H,,,,,64,ADAMS,,,,,,,
66 John N Y h 81 Poplar,Assume,66 JOHN N Y H 81 POPLAR,66,JOHN N Y H 81 POPLAR,,,,,,h in between,81,POPLAR,,,H,,,,,66,JOHN,,,,,,N Y,
Front n Adams h 37 Sands,Assume,FRONT N ADAMS H 37 SANDS,,,FRONT N ADAMS H 37 SANDS,,,,,h in between,37,SANDS,,,H,,,,,,ADAMS,,,,,,FRONT N,
N Y h 166 Washington,Assume,N Y H 166 WASHINGTON,,,N Y H 166 WASHINGTON,,,,,h in between,166,WASHINGTON,,,H,,,,,,,,,,,,N Y,
N Y h 102 Henry,Assume,N Y H 102 HENRY,,,N Y H 102 HENRY,,,,,h in between,102,HENRY,,,H,,,,,,,,,,,,N Y,
city surveyor an civil engineer291 Fulton h Carlton n Fulton av,Assume,CITY SURVEYOR AN CIVIL ENGINEER291 FULTON H CARLTON N FULTON AV,,,CITY SURVEYOR AN CIVIL ENGINEER291 FULTON H CARLTON N FULTON AV,,,,,h in between,,FULTON,,,CARLTON N  AV,,,,,,FULTON,,,,,,CITY SURVEYOR AN CIVIL ENGINEER291,
"salt water bath foot of , Fulton h 99 Adams",Assume,"SALT WATER BATH FOOT OF , FULTON H 99 ADAMS",,,"SALT WATER BATH FOOT OF , FULTON H 99 ADAMS",,,,,h in between,99,ADAMS,,,H,,,,,,FULTON,,,,BATH,,"SALT WATER  FOOT OF ,",
15 South N Y h Sackett n Court,Assume,15 SOUTH N Y H SACKETT N COURT,15,SOUTH N Y H SACKETT N COURT,,,,,,h in between,,SACKETT,,,N COURT,,,,,,15,,,,,,SOUTH N Y,
N Y h 176 Henry,Assume,N Y H 176 HENRY,,,N Y H 176 HENRY,,,,,h in between,176,HENRY,,,H,,,,,,,,,,,,N Y,
twine manfÃ¢ÂÂr Furman h 97 Henry,Assume,TWINE MANFÃÂÂR FURMAN H 97 HENRY,,,TWINE MANFÃ¢ÂÂR FURMAN H 97 HENRY,,,,,h in between,97,HENRY,,,H,,,,,,FURMAN,,,,,,TWINE MANFÃÂÂR,
21 Mvrtle av h Franklin n DeKalb av,Assume,21 MVRTLE AV H FRANKLIN N DEKALB AV,21,MVRTLE AV H FRANKLIN N DEKALB AV,,,,,,h in between,,FRANKLIN,,,N DEKALB AV,,,,,,21,,,,,,MVRTLE AV,
M E ch h 6 Lawrence,Assume,M E CH H 6 LAWRENCE,,,M E CH H 6 LAWRENCE,,,,,h in between,6,LAWRENCE,,,H,,,,,,,,,,,,M E CH,
27 Fulton N Y h 147 Adams,Assume,27 FULTON N Y H 147 ADAMS,27,FULTON N Y H 147 ADAMS,,,,,,h in between,147,ADAMS,,,H,,,,,27,FULTON,,,,,,N Y,
N Y h 176 Henry,Assume,N Y H 176 HENRY,,,N Y H 176 HENRY,,,,,h in between,176,HENRY,,,H,,,,,,,,,,,,N Y,
"55 Jay Creen Sidney,N YT h 127 Henry",Assume,N YT H 127 HENRY,,,N YT H 127 HENRY,55 Jay Creen Sidney,55,Jay Creen Sidney,,h in between,127,HENRY,,,H,,,,,,,,,,,,N YT,
44 Maiden Lane N Y h 67 Pacific,Assume,44 MAIDEN LANE N Y H 67 PACIFIC,44,MAIDEN LANE N Y H 67 PACIFIC,,,,,,h in between,67,PACIFIC,,,H,,,,,44,MAIDEN LA,,,,,,NE N Y,
291 Fulton h Putnam c Grand av,Assume,291 FULTON H PUTNAM C GRAND AV,291,FULTON H PUTNAM C GRAND AV,,,,,,h in between,,GRAND,PUTNAM,,C  AV,,,,,291,FULTON,,,,,,,
131 Water N Y' h 200 Jay,Assume,131 WATER N Y' H 200 JAY,131,WATER N Y' H 200 JAY,,,,,,h in between,200,JAY,,,H,,,,,131,WATER,,,,,,N Y',
City Hall h 23,Assume,CITY HALL H 23,,,CITY HALL H 23,,,,,h in between,,23,,,H,,,,,,HALL,,,,,,CITY,
3 Front h 75 Johnson,Assume,3 FRONT H 75 JOHNSON,3,FRONT H 75 JOHNSON,,,,,,h in between,75,JOHNSON,,,H,,,,,3,FRONT,,,,,,,
N Y h 7 Degraw place,Assume,N Y H 7 DEGRAW PLACE,,,N Y H 7 DEGRAW PLACE,,,,,h in between,7,DEGRAW,,,PLACE,,,,,,,,,,,,N Y,
66 YVall N Y h 14 TompkinsÃ¢ÂÂ place,Assume,66 YVALL N Y H 14 TOMPKINSÃÂÂ PLACE,66,YVALL N Y H 14 TOMPKINSÃ¢ÂÂ PLACE,,,,,,h in between,14,TOMPKINS,,,ÃÂÂ PLACE,,,,,,66,,,,,,YVALL N Y,
36 Water N Y h 38 Joralemon,Assume,36 WATER N Y H 38 JORALEMON,36,WATER N Y H 38 JORALEMON,,,,,,h in between,38,JORALEMON,,,H,,,,,36,WATER,,,,,,N Y,
16 Fulton h 262 Jay,Assume,16 FULTON H 262 JAY,16,FULTON H 262 JAY,,,,,,h in between,262,JAY,,,H,,,,,16,FULTON,,,,,,,
N Y h 76 'Willoughby,Assume,N Y H 76 'WILLOUGHBY,,,N Y H 76 'WILLOUGHBY,,,,,h in between,76,WILLOUGHBY,,,',,,,,,,,,,,,N Y,
Griswold Zachariah mer. 2S Exchange place N Y h 66 Baltic,Assume,GRISWOLD ZACHARIAH MER. 2S EXCHANGE PLACE N Y H 66 BALTIC,,,GRISWOLD ZACHARIAH MER. 2S EXCHANGE PLACE N Y H 66 BALTIC,,,,,h in between,66,BALTIC,,,H,,,,,,EXCHANGE PL,,,,GRISWOLD,,ZACHARIAH MER. 2S ACE N Y,
165 Pearl N Y h 38 Pacific n Hicks,Assume,165 PEARL N Y H 38 PACIFIC N HICKS,165,PEARL N Y H 38 PACIFIC N HICKS,,,,,,h in between,38,PACIFIC,,,N HICKS,,,,,165,PEARL,,,,,,N Y,
205 Pearl N Y h 165 Pearl,Assume,205 PEARL N Y H 165 PEARL,205,PEARL N Y H 165 PEARL,,,,,,h in between,165,PEARL,,,H,,,,,205,PEARL,,,,,,N Y,
N Y h 21 Willoughby,Assume,N Y H 21 WILLOUGHBY,,,N Y H 21 WILLOUGHBY,,,,,h in between,21,WILLOUGHBY,,,H,,,,,,,,,,,,N Y,
133 William N Y h 14 Carlton n Park av,Assume,133 WILLIAM N Y H 14 CARLTON N PARK AV,133,WILLIAM N Y H 14 CARLTON N PARK AV,,,,,,h in between,14,PARK,,,CARLTON N  AV,,,,,133,WILLIAM,,,,,,N Y,
Fulton c Court h 19 Myrtle av,Assume,FULTON C COURT H 19 MYRTLE AV,,,FULTON C COURT H 19 MYRTLE AV,,,,,h in between,,19,,,MYRTLE AV,,,,,,FULTON,,,,,,C COURT,
69 John N Y h 107 Willow,Assume,69 JOHN N Y H 107 WILLOW,69,JOHN N Y H 107 WILLOW,,,,,,h in between,107,WILLOW,,,H,,,,,69,JOHN,,,,,,N Y,
14 Cedar N Y h 190 Atlantic 293 Pearl,Assume,14 CEDAR N Y H 190 ATLANTIC 293 PEARL,14,CEDAR N Y H 190 ATLANTIC 293 PEARL,,,,,,h in between,190,ATLANTIC,,,293 PEARL,,,,,14,CEDAR,,,,,,N Y,
"cooper and city guager , Furman n Joralemon h 293 Pearl",Assume,"COOPER AND CITY GUAGER , FURMAN N JORALEMON H 293 PEARL",,,"COOPER AND CITY GUAGER , FURMAN N JORALEMON H 293 PEARL",,,,,h in between,293,PEARL,,,H,,,,,,JORALEMON,,,,,,"COOPER AND CITY GUAGER , FURMAN N",
26 Main h Howard's alley Main n Water,Assume,26 MAIN H HOWARD'S ALLEY MAIN N WATER,26,MAIN H HOWARD'S ALLEY MAIN N WATER,,,,,,h in between,,HOWARD,,,'S ALLEY MAIN N WATER,,,,,26,MAIN,,,,,,,
City Hall and 3 Front h 80 Nassau,Assume,CITY HALL AND 3 FRONT H 80 NASSAU,,,CITY HALL AND 3 FRONT H 80 NASSAU,,,,,h in between,80,NASSAU,,,H,,,,,,FRONT,,,,,,CITY HALL AND 3,
"Moutaguc Hall , Court n Montague place h Court 1 door from Pacific",Assume,"MOUTAGUC HALL , COURT N MONTAGUE PLACE H COURT 1 DOOR FROM PACIFIC",,,"MOUTAGUC HALL , COURT N MONTAGUE PLACE H COURT 1 DOOR FROM PACIFIC",,,,,h in between,1,PACIFIC,,,COURT  DOOR FROM,,,,,,MONTAGUE,,,,,,"MOUTAGUC HALL , COURT N  PLACE",
N Y h 12 Joralemon,Assume,N Y H 12 JORALEMON,,,N Y H 12 JORALEMON,,,,,h in between,12,JORALEMON,,,H,,,,,,,,,,,,N Y,
37 Liberty N Y h 95 Clinton,Assume,37 LIBERTY N Y H 95 CLINTON,37,LIBERTY N Y H 95 CLINTON,,,,,,h in between,95,CLINTON,,,H,,,,,37,LIBERTY,,,,,,N Y,
painter and glaz.ier Henry n Orange h 120 Pierrepont,Assume,PAINTER AND GLAZ.IER HENRY N ORANGE H 120 PIERREPONT,,,PAINTER AND GLAZ.IER HENRY N ORANGE H 120 PIERREPONT,,,,,h in between,120,PIERREPONT,,,H,,,,,,ORANGE,,,,,,PAINTER AND GLAZ.IER HENRY N,
291 Fulton h 311 Gold,Assume,291 FULTON H 311 GOLD,291,FULTON H 311 GOLD,,,,,,h in between,311,GOLD,,,H,,,,,291,FULTON,,,,,,,
45 John N Y h 22 Wyckoff,Assume,45 JOHN N Y H 22 WYCKOFF,45,JOHN N Y H 22 WYCKOFF,,,,,,h in between,22,WYCKOFF,,,H,,,,,45,JOHN,,,,,,N Y,
43 Beaver N Y h 10 Tompkins place,Assume,43 BEAVER N Y H 10 TOMPKINS PLACE,43,BEAVER N Y H 10 TOMPKINS PLACE,,,,,,h in between,10,TOMPKINS PL,,,ACE,,,,,43,BEAVER,,,,,,N Y,
222 Water N Y h 76 Lawrence,Assume,222 WATER N Y H 76 LAWRENCE,222,WATER N Y H 76 LAWRENCE,,,,,,h in between,76,LAWRENCE,,,H,,,,,222,WATER,,,,,,N Y,
N Y h 113 Willow,Assume,N Y H 113 WILLOW,,,N Y H 113 WILLOW,,,,,h in between,113,WILLOW,,,H,,,,,,,,,,,,N Y,
255 Pearl N Y h 18 Willow,Assume,255 PEARL N Y H 18 WILLOW,255,PEARL N Y H 18 WILLOW,,,,,,h in between,18,WILLOW,,,H,,,,,255,PEARL,,,,,,N Y,
High st church h Bond n Degraw,Assume,HIGH ST CHURCH H BOND N DEGRAW,,,HIGH ST CHURCH H BOND N DEGRAW,,,,,h in between,,DEGRAW,,,BOND N,,,,,,CHURCH,,,,,,HIGH ST,
5 Nassau N Y h 42 Prospect,Assume,5 NASSAU N Y H 42 PROSPECT,5,NASSAU N Y H 42 PROSPECT,,,,,,h in between,42,PROSPECT,,,H,,,,,5,NASSAU,,,,,,N Y,
202 Water N Y h Bond n Pacific,Assume,202 WATER N Y H BOND N PACIFIC,202,WATER N Y H BOND N PACIFIC,,,,,,h in between,,PACIFIC,,,BOND N,,,,,202,WATER,,,,,,N Y,
11 Old slip N Y h 36 Baltic,Assume,11 OLD SLIP N Y H 36 BALTIC,11,OLD SLIP N Y H 36 BALTIC,,,,,,h in between,36,BALTIC,,,H,,,,,11,OLD SLIP,,,,,,N Y,
attorney and counsellor and street commissioner office City Hall h 251 Bridge,Assume,ATTORNEY AND COUNSELLOR AND STREET COMMISSIONER OFFICE CITY HALL H 251 BRIDGE,,,ATTORNEY AND COUNSELLOR AND STREET COMMISSIONER OFFICE CITY HALL H 251 BRIDGE,,,,,h in between,251,RIDGE,,,B,,,,,,ATTORNEY,,,,,,AND COUNSELLOR AND STREET COMMISSIONER OFFICE CITY HALL,
Hall h 251 Bridge,Assume,HALL H 251 BRIDGE,,,HALL H 251 BRIDGE,,,,,h in between,251,RIDGE,,,B,,,,,,HALL,,,,,,,
4 Merchants Exchange N Y h 17 Wyckoff,Assume,4 MERCHANTS EXCHANGE N Y H 17 WYCKOFF,4,MERCHANTS EXCHANGE N Y H 17 WYCKOFF,,,,,,h in between,17,WYCKOFF,,,H,,,,,,4,,,,,,MERCHANTS EXCHANGE N Y,
"Hampson Robert , L I Marble Works Atlantic n Court h 210 Atlantic",Assume,"HAMPSON ROBERT , L I MARBLE WORKS ATLANTIC N COURT H 210 ATLANTIC",,,"HAMPSON ROBERT , L I MARBLE WORKS ATLANTIC N COURT H 210 ATLANTIC",,,,,h in between,210,ATLANTIC,,,H,,,,,,ATLANTIC,,,,L I,,"HAMPSON ROBERT ,  MARBLE WORKS  N COURT",
99 Pearl N Y h 25 Johnson,Assume,99 PEARL N Y H 25 JOHNSON,99,PEARL N Y H 25 JOHNSON,,,,,,h in between,25,JOHNSON,,,H,,,,,99,PEARL,,,,,,N Y,
mer. Columbia c Pacific h Sackett n Hicks,Assume,MER. COLUMBIA C PACIFIC H SACKETT N HICKS,,,MER. COLUMBIA C PACIFIC H SACKETT N HICKS,,,,,h in between,,SACKETT,,,N HICKS,,,,,,COLUMBIA,,,,,,MER.  C PACIFIC,
"lumber merchant h , Hicks n Sackett",Assume,"LUMBER MERCHANT H , HICKS N SACKETT",,,"LUMBER MERCHANT H , HICKS N SACKETT",,,,,h in between,,SACKETT,,,", HICKS N",,,,,,,,,,,,LUMBER MERCHANT,
N Y h S7 Hicks,Assume,N Y H S7 HICKS,,,N Y H S7 HICKS,,,,,h in between,,HICKS,,,S7,,,,,,,,,,,,N Y,
249 Front N Yr h 21 Johnson,Assume,249 FRONT N YR H 21 JOHNSON,249,FRONT N YR H 21 JOHNSON,,,,,,h in between,21,JOHNSON,,,H,,,,,249,FRONT,,,,,,N YR,
N Y h 6 Liberty,Assume,N Y H 6 LIBERTY,,,N Y H 6 LIBERTY,,,,,h in between,6,LIBERTY,,,H,,,,,,,,,,,,N Y,
32 Water N Y h 79 Baltic c Henry,Assume,32 WATER N Y H 79 BALTIC C HENRY,32,WATER N Y H 79 BALTIC C HENRY,,,,,,h in between,79,BALTIC,,,C HENRY,,,,,32,WATER,,,,,,N Y,
32 YVater NY h 79 Baltic c Henry,Assume,32 YVATER NY H 79 BALTIC C HENRY,32,YVATER NY H 79 BALTIC C HENRY,,,,,,h in between,79,BALTIC,,,C HENRY,,,,,,32,,,,NY,,YVATER,
Fulton & Main h S8 Middagh,Assume,FULTON & MAIN H S8 MIDDAGH,,,FULTON & MAIN H S8 MIDDAGH,,,,,h in between,,MIDDAGH,,,S8,,,,,,FULTON,,,,,,& MAIN,
40 Maiden Lane N Y h 216 Pearl,Assume,40 MAIDEN LANE N Y H 216 PEARL,40,MAIDEN LANE N Y H 216 PEARL,,,,,,h in between,216,PEARL,,,H,,,,,40,MAIDEN LA,,,,,,NE N Y,
Hicks c Atlantic h 252 Atlantic,Assume,HICKS C ATLANTIC H 252 ATLANTIC,,,HICKS C ATLANTIC H 252 ATLANTIC,,,,,h in between,252,ATLANTIC,,,H,,,,,,ATLANTIC,,,,,,HICKS C,
American Mission Society 61 John N Y h 130 Bridge,Assume,AMERICAN MISSION SOCIETY 61 JOHN N Y H 130 BRIDGE,,,AMERICAN MISSION SOCIETY 61 JOHN N Y H 130 BRIDGE,,,,,h in between,130,RIDGE,,,B,,,,,,JOHN,,,,,,AMERICAN MISSION SOCIETY 61  N Y,
11 Wall N Y h 335 Goid,Assume,11 WALL N Y H 335 GOID,11,WALL N Y H 335 GOID,,,,,,h in between,,335,,,GOID,,,,,11,WALL,,,,,,N Y,
N Y h 53 Willow,Assume,N Y H 53 WILLOW,,,N Y H 53 WILLOW,,,,,h in between,53,WILLOW,,,H,,,,,,,,,,,,N Y,
Court n Dean and 180 Myrtle av h 164 York,Assume,COURT N DEAN AND 180 MYRTLE AV H 164 YORK,,,COURT N DEAN AND 180 MYRTLE AV H 164 YORK,,,,,h in between,164,YORK,,,H,,,,,,DEAN,,,,,,COURT N  AND 180 MYRTLE AV,
82 Cliff' N Y h 93 Clark,Assume,82 CLIFF' N Y H 93 CLARK,82,CLIFF' N Y H 93 CLARK,,,,,,h in between,93,CLARK,,,H,,,,,82,CLIFF,,,,,,' N Y,
Atlantic c Henry h 296 Atlantic,Assume,ATLANTIC C HENRY H 296 ATLANTIC,,,ATLANTIC C HENRY H 296 ATLANTIC,,,,,h in between,296,ATLANTIC,,,H,,,,,,ATLANTIC,,,,,,C HENRY,
N Y h G3 Livingston,Assume,N Y H G3 LIVINGSTON,,,N Y H G3 LIVINGSTON,,,,,h in between,,LIVINGSTON,,,G3,,,,,,,,,,,,N Y,
83 W'ater N Y h 2S Clinton,Assume,83 W'ATER N Y H 2S CLINTON,83,W'ATER N Y H 2S CLINTON,,,,,,h in between,,CLINTON,,,2S,,,,,,83,,,,,,W'ATER N Y,
68.5 Bowery N Y h 96 Court,Assume,68.5 BOWERY N Y H 96 COURT,,,68.5 BOWERY N Y H 96 COURT,,,,,h in between,,96,,,COURT,,,,,68,BOWERY,,,,,,N Y,68.5
Brooklyn gas light co 93 Cranberry h 39 Sands,Assume,BROOKLYN GAS LIGHT CO 93 CRANBERRY H 39 SANDS,,,BROOKLYN GAS LIGHT CO 93 CRANBERRY H 39 SANDS,,,,,h in between,39,SANDS,,,H,,,,,,CRANBERRY,,,,BROOKLYN,,GAS LIGHT CO 93,
233 Pearl N Y' h 167 Henry,Assume,233 PEARL N Y' H 167 HENRY,233,PEARL N Y' H 167 HENRY,,,,,,h in between,167,HENRY,,,H,,,,,233,PEARL,,,,,,N Y',
111 Front N Y h 194 Adams-,Assume,111 FRONT N Y H 194 ADAMS,111,FRONT N Y H 194 ADAMS-,,,,,,h in between,194,ADAMS,,,H,,,,,111,FRONT,,,,,,N Y,
"Harrison Justus , President New Haven Mutual Insurance Co 65 Wall N Y h 194 Adams",Assume,"HARRISON JUSTUS , PRESIDENT NEW HAVEN MUTUAL INSURANCE CO 65 WALL N Y H 194 ADAMS",,,"HARRISON JUSTUS , PRESIDENT NEW HAVEN MUTUAL INSURANCE CO 65 WALL N Y H 194 ADAMS",,,,,h in between,194,ADAMS,,,H,,,,,,PRESIDENT,,,,L I,NEW HAVEN,"HARRISON JUSTUS ,   MUTUANSURANCE CO 65 WALL N Y",
Plymouth n Bridge h Myrtle av n Cumberland,Assume,PLYMOUTH N BRIDGE H MYRTLE AV N CUMBERLAND,,,PLYMOUTH N BRIDGE H MYRTLE AV N CUMBERLAND,,,,,h in between,,CUMBERLAND,,,MYRTLE AV N,,,,,,PLYMOUTH,,,,,,N BRIDGE,
Dean c Vanderbilt av h Clinton n Fulton av,Assume,DEAN C VANDERBILT AV H CLINTON N FULTON AV,,,DEAN C VANDERBILT AV H CLINTON N FULTON AV,,,,,h in between,,CLINTON,,FULTON,N  AV,,,,,,VANDERBILT,,,,,,DEAN C  AV,
"oil cloth manufacturer , Dean c Vanderbilt av h Clinton n Fulton av",Assume,"OIL CLOTH MANUFACTURER , DEAN C VANDERBILT AV H CLINTON N FULTON AV",,,"OIL CLOTH MANUFACTURER , DEAN C VANDERBILT AV H CLINTON N FULTON AV",,,,,h in between,,CLINTON,,FULTON,N  AV,,,,,,VANDERBILT,,,,,,"OIL CLOTH MANUFACTURER , DEAN C  AV",
88 South N Y h 59 Wyckoff,Assume,88 SOUTH N Y H 59 WYCKOFF,88,SOUTH N Y H 59 WYCKOFF,,,,,,h in between,59,WYCKOFF,,,H,,,,,,88,,,,,,SOUTH N Y,
120 Broad N Y h 59 Wyckoff,Assume,120 BROAD N Y H 59 WYCKOFF,120,BROAD N Y H 59 WYCKOFF,,,,,,h in between,59,WYCKOFF,,,H,,,,,120,BROAD,,,,,,N Y,
10 Beekman N Y h Myrtle n Franklin av,Assume,10 BEEKMAN N Y H MYRTLE N FRANKLIN AV,10,BEEKMAN N Y H MYRTLE N FRANKLIN AV,,,,,,h in between,,,N FRANKLIN,,MYRTLE  AV,,,,,10,BEEKMAN,,,,,,N Y,
John c Gold h 77 Clark,Assume,JOHN C GOLD H 77 CLARK,,,JOHN C GOLD H 77 CLARK,,,,,h in between,77,CLARK,,,H,,,,,,GOLD,,,,,,JOHN C,
Myrtle c Franklin av h Franklin n Myrtle av,Assume,MYRTLE C FRANKLIN AV H FRANKLIN N MYRTLE AV,,,MYRTLE C FRANKLIN AV H FRANKLIN N MYRTLE AV,,,,,h in between,,FRANKLIN,,,N MYRTLE AV,,,,,,FRANKLIN,,,,,,MYRTLE C  AV,
168 Fulton 207 h Pearl,Assume,168 FULTON 207 H PEARL,168,FULTON 207 H PEARL,,,,,,h in between,,PEARL,,,H,,,,,168,FULTON,,,,,,207,
17 Fulton h 120,Assume,17 FULTON H 120,17,FULTON H 120,,,,,,h in between,,120,,,H,,,,,17,FULTON,,,,,,,
117 Sands c Bridge h 144,Assume,117 SANDS C BRIDGE H 144,117,SANDS C BRIDGE H 144,,,,,,h in between,,144,,,H,,,,,117,SANDS,,,,,,C BRIDGE,
merchant 39 Burling slip N Y h 30S Atlantic,Assume,MERCHANT 39 BURLING SLIP N Y H 30S ATLANTIC,39,BURLING SLIP N Y H 30S ATLANTIC,,,,,,h in between,,ATLANTIC,,,30S,,,,,39,BURLING SLIP,,,,,,MERCHANT   N Y,
brick dealer b Jay & Bridge h 175 Bridge,Assume,BRICK DEALER B JAY & BRIDGE H 175 BRIDGE,,,BRICK DEALER B JAY & BRIDGE H 175 BRIDGE,,,,,h in between,175,RIDGE,,,B,,,,,,RIDGE,,,,BRICK,,DEALER B JAY & B,
N Y h 75 W'illow,Assume,N Y H 75 W'ILLOW,,,N Y H 75 W'ILLOW,,,,,h in between,,75,,,W'ILLOW,,,,,,,,,,,,N Y,
80 Maiden Lane N Y h 72 Columbia,Assume,80 MAIDEN LANE N Y H 72 COLUMBIA,80,MAIDEN LANE N Y H 72 COLUMBIA,,,,,,h in between,72,COLUMBIA,,,H,,,,,80,MAIDEN LA,,,,,,NE N Y,
82 Maiden lane N Y' h lit Liberty,Assume,82 MAIDEN LANE N Y' H LIT LIBERTY,82,MAIDEN LANE N Y' H LIT LIBERTY,,,,,,h in between,,LIBERTY,,,LIT,,,,,82,MAIDEN LA,,,,,,NE N Y',
41 South N Y' h 16 Butler,Assume,41 SOUTH N Y' H 16 BUTLER,41,SOUTH N Y' H 16 BUTLER,,,,,,h in between,16,BUTLER,,,H,,,,,,41,,,,,,SOUTH N Y',
233 Fulton h N Y,Assume,233 FULTON H N Y,233,FULTON H N Y,,,,,,h in between,,,,,N Y,,,,,233,FULTON,,,,,,,
Franklin n Park av Alderman 5th ward) h 189 Concord,Assume,FRANKLIN N PARK AV ALDERMAN 5TH WARD) H 189 CONCORD,,,FRANKLIN N PARK AV ALDERMAN 5TH WARD) H 189 CONCORD,,,,,h in between,189,CONCORD,,,H,,,,,,FRANKLIN,,,,ERMA,,N PARK AV ALDN 5TH WARD),
21S Pearl N Y h 272 Jay,Assume,21S PEARL N Y H 272 JAY,,,21S PEARL N Y H 272 JAY,,,,,h in between,272,JAY,,,H,,,,,,PEARL,,,,,,21S  N Y,
merchant N Y h 92 State,Assume,MERCHANT N Y H 92 STATE,,,MERCHANT N Y H 92 STATE,,,,,h in between,92,STATE,,,H,,,,,,,,,,,,MERCHANT N Y,
N Y h 59 W'illoughby,Assume,N Y H 59 W'ILLOUGHBY,,,N Y H 59 W'ILLOUGHBY,,,,,h in between,,59,,,W'ILLOUGHBY,,,,,,,,,,,,N Y,
mer. G Water NY h Livingston n Bond,Assume,MER. G WATER NY H LIVINGSTON N BOND,,,MER. G WATER NY H LIVINGSTON N BOND,,,,,h in between,,LIVINGSTON,,,N BOND,,,,,,WATER,,,,NY,,MER. G,
40 South N Y h 148 Washington,Assume,40 SOUTH N Y H 148 WASHINGTON,40,SOUTH N Y H 148 WASHINGTON,,,,,,h in between,148,WASHINGTON,,,H,,,,,,40,,,,,,SOUTH N Y,
